loss,acc,val_loss,val_acc,lr
1.619132161140442,0.2520699203014374,1.5117992162704468,0.29714810848236084,0.0010000000474974513
1.552370548248291,0.2861085534095764,1.6317729949951172,0.32566696405410767,0.0010000000474974513
1.5302734375,0.2897883951663971,1.4839386940002441,0.3045078217983246,0.0010000000474974513
1.5264323949813843,0.30151793360710144,1.4588021039962769,0.33210670948028564,0.0010000000474974513
1.5008412599563599,0.31531739234924316,1.444435715675354,0.3247469961643219,0.0010000000474974513
1.4900047779083252,0.32727691531181335,1.458682656288147,0.34590616822242737,0.0010000000474974513
1.4758296012878418,0.3325667083263397,1.4523379802703857,0.3597055971622467,0.0010000000474974513
1.4822355508804321,0.318767249584198,1.4372742176055908,0.3449862003326416,0.0010000000474974513
1.4717494249343872,0.3307267725467682,1.4211443662643433,0.3505059778690338,0.0010000000474974513
1.474875569343567,0.3263569474220276,1.4725357294082642,0.3339466452598572,0.0010000000474974513
1.4663522243499756,0.33440661430358887,1.4325511455535889,0.3477461040019989,0.0010000000474974513
1.461326003074646,0.3394664227962494,1.4124332666397095,0.36982521414756775,0.0010000000474974513
1.4718151092529297,0.3254369795322418,1.443574070930481,0.34314626455307007,0.0010000000474974513
1.4674915075302124,0.3346366286277771,1.4700838327407837,0.34406623244285583,0.0010000000474974513
1.4806393384933472,0.3367065191268921,1.4325201511383057,0.35786569118499756,0.0010000000474974513
1.4580296277999878,0.34199631214141846,1.776797890663147,0.2548297941684723,0.0010000000474974513
1.4751657247543335,0.32888683676719666,1.4940612316131592,0.3357865810394287,0.0010000000474974513
1.4226434230804443,0.3617755174636841,1.4239200353622437,0.3661453425884247,0.0005000000237487257
1.4179469347000122,0.37304508686065674,1.4092196226119995,0.37902483344078064,0.0005000000237487257
1.4215887784957886,0.36223551630973816,1.4301561117172241,0.35510578751564026,0.0005000000237487257
1.4124870300292969,0.36706531047821045,1.4171251058578491,0.38730451464653015,0.0005000000237487257
1.4103662967681885,0.3859245777130127,1.4221274852752686,0.38454461097717285,0.0005000000237487257
1.4279736280441284,0.3668353259563446,1.4397493600845337,0.3505059778690338,0.0005000000237487257
1.4075596332550049,0.3787948489189148,1.3983983993530273,0.3827047049999237,0.0005000000237487257
1.4062652587890625,0.3787948489189148,1.3762421607971191,0.40478381514549255,0.0005000000237487257
1.4016371965408325,0.3863845467567444,1.3962501287460327,0.4066237211227417,0.0005000000237487257
1.405466079711914,0.3882244825363159,1.4275999069213867,0.39374426007270813,0.0005000000237487257
1.3998223543167114,0.38776448369026184,1.3875209093093872,0.38730451464653015,0.0005000000237487257
1.4083515405654907,0.38500460982322693,1.462990641593933,0.37534499168395996,0.0005000000237487257
1.4080805778503418,0.38891443610191345,1.3782902956008911,0.39650413393974304,0.0005000000237487257
1.3932746648788452,0.3978840708732605,1.3600913286209106,0.4149034023284912,0.0005000000237487257
1.3875401020050049,0.39811408519744873,1.3887042999267578,0.41030359268188477,0.0005000000237487257
1.3940718173980713,0.3978840708732605,1.3894000053405762,0.4149034023284912,0.0005000000237487257
1.3778330087661743,0.4034038782119751,1.364482045173645,0.4406623840332031,0.0005000000237487257
1.3920093774795532,0.412603497505188,1.356240153312683,0.415823370218277,0.0005000000237487257
1.3780356645584106,0.40685373544692993,1.3660229444503784,0.4130634665489197,0.0005000000237487257
1.3763983249664307,0.4100736081600189,1.3573843240737915,0.4379024803638458,0.0005000000237487257
1.3709380626678467,0.4121435284614563,1.4071694612503052,0.4415823221206665,0.0005000000237487257
1.366039514541626,0.4252530038356781,1.4541569948196411,0.4038638472557068,0.0005000000237487257
1.3737441301345825,0.41835325956344604,1.3690911531448364,0.42226311564445496,0.0005000000237487257
1.357892632484436,0.4224931001663208,1.4058045148849487,0.4406623840332031,0.0005000000237487257
1.3709253072738647,0.41398343443870544,1.3889706134796143,0.3974241018295288,0.0005000000237487257
1.3564269542694092,0.4333026707172394,1.3730813264846802,0.42870286107063293,0.0005000000237487257
1.3105928897857666,0.4542318284511566,1.3154629468917847,0.47194111347198486,0.0002500000118743628
1.3027265071868896,0.45722171664237976,1.3431131839752197,0.4526219069957733,0.0002500000118743628
1.295233964920044,0.4491720199584961,1.3190075159072876,0.4618215262889862,0.0002500000118743628
1.2994669675827026,0.46527138352394104,1.449949860572815,0.39926403760910034,0.0002500000118743628
1.2915091514587402,0.4613615572452545,1.3812991380691528,0.4333026707172394,0.0002500000118743628
1.2896226644515991,0.4650413990020752,1.3277531862258911,0.4793008267879486,0.0002500000118743628
1.2874643802642822,0.4629714787006378,1.3528708219528198,0.4379024803638458,0.0002500000118743628
1.2838494777679443,0.4671113193035126,1.3075591325759888,0.45722171664237976,0.0002500000118743628
1.2922649383544922,0.46849125623703003,1.3856620788574219,0.42226311564445496,0.0002500000118743628
1.2822461128234863,0.45929163694381714,1.2821364402770996,0.4829806685447693,0.0002500000118743628
1.2832422256469727,0.4611315429210663,1.3571321964263916,0.4701012074947357,0.0002500000118743628
1.2856978178024292,0.4618215262889862,1.3120243549346924,0.4701012074947357,0.0002500000118743628
1.2690370082855225,0.478150874376297,1.3314619064331055,0.4737810492515564,0.0002500000118743628
1.2855113744735718,0.46527138352394104,1.2739105224609375,0.4848206043243408,0.0002500000118743628
1.2670626640319824,0.47194111347198486,1.466052532196045,0.3919043242931366,0.0002500000118743628
1.2740554809570312,0.4737810492515564,1.279903531074524,0.4977000951766968,0.0002500000118743628
1.2757322788238525,0.46757128834724426,1.297075629234314,0.4710211455821991,0.0002500000118743628
1.261359691619873,0.4804507791996002,1.3382835388183594,0.4682612717151642,0.0002500000118743628
1.2700432538986206,0.47677093744277954,1.37649667263031,0.4526219069957733,0.0002500000118743628
1.279771089553833,0.4733210802078247,1.355657935142517,0.4507819712162018,0.0002500000118743628
1.2722958326339722,0.47792088985443115,1.2924399375915527,0.48942041397094727,0.0002500000118743628
1.2311238050460815,0.49310028553009033,1.2827012538909912,0.4875805079936981,0.0001250000059371814
1.2217825651168823,0.502069890499115,1.326854944229126,0.48666054010391235,0.0001250000059371814
1.2216267585754395,0.5045998096466064,1.305550217628479,0.47562098503112793,0.0001250000059371814
1.224008560180664,0.49908003211021423,1.305944800376892,0.48390063643455505,0.0001250000059371814
1.2209367752075195,0.49908003211021423,1.3444570302963257,0.4793008267879486,0.0001250000059371814
1.2050026655197144,0.5089696645736694,1.3134177923202515,0.49218031764030457,9.999999747378752e-05
1.213333249092102,0.4988500475883484,1.3292195796966553,0.46918123960494995,9.999999747378752e-05
1.2156425714492798,0.5108095407485962,1.2796543836593628,0.48942041397094727,9.999999747378752e-05
1.2067437171936035,0.508509635925293,1.310027837753296,0.49862006306648254,9.999999747378752e-05
1.2098370790481567,0.49655014276504517,1.361941933631897,0.4645814299583435,9.999999747378752e-05
1.2012240886688232,0.5,1.3472046852111816,0.48390063643455505,9.999999747378752e-05
1.2131953239440918,0.49816006422042847,1.296217441558838,0.4793008267879486,9.999999747378752e-05
1.2048852443695068,0.5068997144699097,1.2705312967300415,0.48942041397094727,9.999999747378752e-05
1.192766785621643,0.5135694742202759,1.2967324256896973,0.4995400309562683,9.999999747378752e-05
1.2013275623321533,0.5098896026611328,1.277666687965393,0.5050597786903381,9.999999747378752e-05
1.2035515308380127,0.5068997144699097,1.3508871793746948,0.4949401915073395,9.999999747378752e-05
